132597.000000	2
132663.000000	2
132666.000000	2
132667.000000	2
132669.000000	2
132671.000000	2
132672.000000	2
132674.000000	2
132675.000000	2
132677.000000	2
132678.000000	2
132680.000000	2
132682.000000	2
132683.000000	2
132684.000000	2
132686.000000	2
132687.000000	2
132689.000000	2
132690.000000	2
132692.000000	2
132693.000000	2
132695.000000	2
132696.000000	2
132698.000000	2
132699.000000	2
132701.000000	2
132702.000000	2
132704.000000	2
132705.000000	2
132707.000000	2
132708.000000	2
132710.000000	2
132711.000000	2
132713.000000	2
132714.000000	2
132716.000000	2
132717.000000	2
132719.000000	2
132720.000000	2
132722.000000	2
132723.000000	2
132725.000000	2
132726.000000	2
132728.000000	2
132729.000000	2
132731.000000	2
132732.000000	2
132734.000000	2
132735.000000	2
132736.000000	2
132738.000000	2
132739.000000	2
132741.000000	2
132742.000000	2
132744.000000	2
132745.000000	2
132747.000000	2
132748.000000	2
132750.000000	2
132751.000000	2
132753.000000	2
132754.000000	2
132756.000000	2
132757.000000	2
132759.000000	2
132760.000000	2
132761.000000	2
132763.000000	2
132764.000000	2
132766.000000	2
132767.000000	2
132769.000000	2
132770.000000	2
132772.000000	2
132773.000000	2
132775.000000	2
132776.000000	2
132778.000000	2
132779.000000	2
132781.000000	2
132782.000000	2
132784.000000	2
132785.000000	2
132787.000000	2
132788.000000	2
132789.000000	2
132791.000000	2
132792.000000	2
132794.000000	2
132795.000000	2
132797.000000	2
132798.000000	2
132800.000000	2
132801.000000	2
132803.000000	2
132804.000000	2
132806.000000	2
132807.000000	2
132808.000000	2
132810.000000	2
132811.000000	2
132813.000000	2
132814.000000	2
132816.000000	2
132817.000000	2
132819.000000	2
132820.000000	2
132822.000000	2
132823.000000	2
132825.000000	2
132826.000000	2
132828.000000	2
132829.000000	2
132831.000000	2
132832.000000	2
132834.000000	2
132835.000000	2
132836.000000	2
132838.000000	2
132839.000000	2
132841.000000	2
132842.000000	2
132844.000000	2
132845.000000	2
132847.000000	2
132848.000000	2
132850.000000	2
132851.000000	2
132853.000000	2
132854.000000	2
132855.000000	2
132857.000000	2
132858.000000	2
132860.000000	2
132861.000000	2
132863.000000	2
132864.000000	2
132866.000000	2
132867.000000	2
132869.000000	2
132870.000000	2
132872.000000	2
132873.000000	2
132875.000000	2
132876.000000	2
132878.000000	2
132879.000000	2
132880.000000	2
132882.000000	2
132883.000000	2
132885.000000	2
132886.000000	2
132888.000000	2
132889.000000	2
132891.000000	2
132892.000000	2
132894.000000	2
132895.000000	2
132897.000000	2
132898.000000	2
132899.000000	2
132901.000000	2
132902.000000	2
132904.000000	2
132905.000000	2
132907.000000	2
132908.000000	2
132910.000000	2
132911.000000	2
132913.000000	2
132914.000000	2
132916.000000	2
132917.000000	2
132918.000000	2
132920.000000	2
132921.000000	2
132923.000000	2
132924.000000	2
132926.000000	2
132927.000000	2
132929.000000	2
132930.000000	2
132932.000000	2
132933.000000	2
132935.000000	2
132936.000000	2
132938.000000	2
132939.000000	2
132940.000000	2
132942.000000	2
132943.000000	2
132945.000000	2
132946.000000	2
132948.000000	2
132949.000000	2
132951.000000	2
132952.000000	2
132954.000000	2
132955.000000	2
132957.000000	2
132958.000000	2
132960.000000	2
132961.000000	2
132962.000000	2
132964.000000	2
132966.000000	2
132967.000000	2
132968.000000	2
132970.000000	2
132971.000000	2
132973.000000	2
132974.000000	2
132976.000000	2
132977.000000	2
132979.000000	2
132980.000000	2
132982.000000	2
132983.000000	2
132985.000000	2
132986.000000	2
132988.000000	2
132989.000000	2
132991.000000	2
132992.000000	2
132993.000000	2
132995.000000	2
132996.000000	2
132998.000000	2
132999.000000	2
133001.000000	2
133002.000000	2
133004.000000	2
133005.000000	2
133007.000000	2
133008.000000	2
133010.000000	2
133011.000000	2
133013.000000	2
133014.000000	2
133016.000000	2
133017.000000	2
133018.000000	2
133020.000000	2
133021.000000	2
133023.000000	2
133024.000000	2
133026.000000	2
133027.000000	2
133029.000000	2
133030.000000	2
133031.000000	2
133033.000000	2
133034.000000	2
133036.000000	2
133037.000000	2
133039.000000	2
133040.000000	2
133068.000000	2
133071.000000	2
133072.000000	2
133074.000000	2
133075.000000	2
133077.000000	2
133078.000000	2
133080.000000	2
133082.000000	2
133083.000000	2
133085.000000	2
133086.000000	2
133088.000000	2
133089.000000	2
133091.000000	2
133092.000000	2
133094.000000	2
133095.000000	2
133097.000000	2
133098.000000	2
133100.000000	2
133101.000000	2
133103.000000	2
133104.000000	2
133106.000000	2
133107.000000	2
133109.000000	2
133110.000000	2
133111.000000	2
133113.000000	2
133114.000000	2
133116.000000	2
133117.000000	2
133119.000000	2
133120.000000	2
133122.000000	2
133123.000000	2
133124.000000	2
133126.000000	2
133127.000000	2
133129.000000	2
133130.000000	2
133132.000000	2
133133.000000	2
133135.000000	2
133136.000000	2
133138.000000	2
133139.000000	2
133140.000000	2
133142.000000	2
133143.000000	2
133145.000000	2
133146.000000	2
133148.000000	2
133149.000000	2
133151.000000	2
133152.000000	2
133154.000000	2
133155.000000	2
133156.000000	2
133158.000000	2
133159.000000	2
133161.000000	2
133162.000000	2
133164.000000	2
133165.000000	2
133167.000000	2
133168.000000	2
133170.000000	2
133171.000000	2
133173.000000	2
133174.000000	2
133176.000000	2
133177.000000	2
133179.000000	2
133180.000000	2
133182.000000	2
133183.000000	2
133185.000000	2
133186.000000	2
133188.000000	2
133189.000000	2
133191.000000	2
133193.000000	2
133194.000000	2
133196.000000	2
133197.000000	2
133199.000000	2
133200.000000	2
133202.000000	2
133203.000000	2
133205.000000	2
133206.000000	2
133208.000000	2
133209.000000	2
133211.000000	2
133212.000000	2
133214.000000	2
133216.000000	2
133217.000000	2
133219.000000	2
133220.000000	2
133222.000000	2
133223.000000	2
133225.000000	2
133226.000000	2
133228.000000	2
133229.000000	2
133230.000000	2
133232.000000	2
133233.000000	2
133235.000000	2
133236.000000	2
133238.000000	2
133239.000000	2
133241.000000	2
133242.000000	2
133244.000000	2
133245.000000	2
133247.000000	2
133248.000000	2
133249.000000	2
133251.000000	2
133252.000000	2
133254.000000	2
133255.000000	2
133257.000000	2
133258.000000	2
133260.000000	2
133261.000000	2
133263.000000	2
133264.000000	2
133265.000000	2
133267.000000	2
133268.000000	2
133270.000000	2
133271.000000	2
133273.000000	2
133274.000000	2
133276.000000	2
133277.000000	2
133279.000000	2
133280.000000	2
133282.000000	2
133283.000000	2
133285.000000	2
133286.000000	2
133288.000000	2
133289.000000	2
133290.000000	2
133292.000000	2
133293.000000	2
133295.000000	2
133296.000000	2
133298.000000	2
133299.000000	2
133301.000000	2
133302.000000	2
133304.000000	2
133305.000000	2
133307.000000	2
133308.000000	2
133309.000000	2
133311.000000	2
133312.000000	2
133314.000000	2
133315.000000	2
133317.000000	2
133318.000000	2
133320.000000	2
133321.000000	2
133323.000000	2
133324.000000	2
133325.000000	2
133327.000000	2
133328.000000	2
133330.000000	2
133331.000000	2
133333.000000	2
133334.000000	2
133336.000000	2
133337.000000	2
133339.000000	2
133340.000000	2
133342.000000	2
133343.000000	2
133345.000000	2
133346.000000	2
133347.000000	2
133349.000000	2
133350.000000	2
133352.000000	2
133353.000000	2
133355.000000	2
133356.000000	2
133358.000000	2
133359.000000	2
133361.000000	2
133362.000000	2
133363.000000	2
133365.000000	2
133366.000000	2
133368.000000	2
133369.000000	2
133371.000000	2
133372.000000	2
133374.000000	2
133375.000000	2
133377.000000	2
133378.000000	2
133379.000000	2
133381.000000	2
133382.000000	2
133384.000000	2
133385.000000	2
133387.000000	2
133388.000000	2
133390.000000	2
133391.000000	2
133392.000000	2
133394.000000	2
133395.000000	2
133397.000000	2
133398.000000	2
133400.000000	2
133401.000000	2
133403.000000	2
133404.000000	2
133406.000000	2
133407.000000	2
133409.000000	2
133410.000000	2
133411.000000	2
133413.000000	2
133414.000000	2
133416.000000	2
133417.000000	2
133419.000000	2
133420.000000	2
133422.000000	2
133423.000000	2
133425.000000	2
133426.000000	2
133428.000000	2
133429.000000	2
133430.000000	2
133432.000000	2
133433.000000	2
133435.000000	2
133436.000000	2
133438.000000	2
133439.000000	2
133441.000000	2
133442.000000	2
133444.000000	2
133469.000000	2
133470.000000	2
133472.000000	2
133473.000000	2
133475.000000	2
133476.000000	2
133478.000000	2
133479.000000	2
133481.000000	2
133482.000000	2
133484.000000	2
133485.000000	2
133486.000000	2
133488.000000	2
133489.000000	2
133491.000000	2
133492.000000	2
133494.000000	2
133495.000000	2
133497.000000	2
133498.000000	2
133500.000000	2
133501.000000	2
133503.000000	2
133504.000000	2
133506.000000	2
133507.000000	2
133508.000000	2
133510.000000	2
133511.000000	2
133513.000000	2
133514.000000	2
133516.000000	2
133517.000000	2
133519.000000	2
133520.000000	2
133522.000000	2
133523.000000	2
133525.000000	2
133526.000000	2
133528.000000	2
133529.000000	2
133531.000000	2
133532.000000	2
133534.000000	2
133535.000000	2
133536.000000	2
133538.000000	2
133539.000000	2
133541.000000	2
133542.000000	2
133544.000000	2
133545.000000	2
133547.000000	2
133548.000000	2
133550.000000	2
133551.000000	2
133553.000000	2
133554.000000	2
133556.000000	2
133557.000000	2
133558.000000	2
133560.000000	2
133561.000000	2
133563.000000	2
133564.000000	2
133566.000000	2
133567.000000	2
133569.000000	2
133570.000000	2
133572.000000	2
133573.000000	2
133575.000000	2
133576.000000	2
133578.000000	2
133579.000000	2
133581.000000	2
133582.000000	2
133584.000000	2
133585.000000	2
133586.000000	2
133588.000000	2
133589.000000	2
133591.000000	2
133592.000000	2
133594.000000	2
133595.000000	2
133597.000000	2
133598.000000	2
133600.000000	2
133601.000000	2
133603.000000	2
133604.000000	2
133605.000000	2
133607.000000	2
133608.000000	2
133610.000000	2
133611.000000	2
133613.000000	2
133614.000000	2
133616.000000	2
133617.000000	2
133619.000000	2
133620.000000	2
133622.000000	2
133623.000000	2
133625.000000	2
133626.000000	2
133627.000000	2
133629.000000	2
133630.000000	2
133632.000000	2
133633.000000	2
133635.000000	2
133636.000000	2
133638.000000	2
133639.000000	2
133641.000000	2
133642.000000	2
133644.000000	2
133645.000000	2
133647.000000	2
133648.000000	2
133649.000000	2
133651.000000	2
133652.000000	2
133654.000000	2
133655.000000	2
133657.000000	2
133658.000000	2
133660.000000	2
133661.000000	2
133663.000000	2
133664.000000	2
133666.000000	2
133667.000000	2
133669.000000	2
133670.000000	2
133672.000000	2
133673.000000	2
133674.000000	2
133676.000000	2
133677.000000	2
133679.000000	2
133680.000000	2
133682.000000	2
133683.000000	2
133685.000000	2
133686.000000	2
133688.000000	2
133689.000000	2
133691.000000	2
133692.000000	2
133694.000000	2
133695.000000	2
133696.000000	2
133698.000000	2
133699.000000	2
133701.000000	2
133702.000000	2
133704.000000	2
133705.000000	2
133707.000000	2
133708.000000	2
133710.000000	2
133711.000000	2
133713.000000	2
133714.000000	2
133715.000000	2
133717.000000	2
133718.000000	2
133720.000000	2
133721.000000	2
133723.000000	2
133724.000000	2
133726.000000	2
133727.000000	2
133729.000000	2
133730.000000	2
133732.000000	2
133733.000000	2
133735.000000	2
133736.000000	2
133738.000000	2
133739.000000	2
133741.000000	2
133742.000000	2
133743.000000	2
133745.000000	2
133746.000000	2
133748.000000	2
133749.000000	2
133751.000000	2
133752.000000	2
133754.000000	2
133755.000000	2
133757.000000	2
133758.000000	2
133760.000000	2
133761.000000	2
133762.000000	2
133764.000000	2
133765.000000	2
133767.000000	2
133768.000000	2
133770.000000	2
133771.000000	2
133773.000000	2
133774.000000	2
133776.000000	2
133777.000000	2
133779.000000	2
133780.000000	2
133782.000000	2
133783.000000	2
133785.000000	2
133786.000000	2
133788.000000	2
133789.000000	2
133790.000000	2
133792.000000	2
133793.000000	2
133795.000000	2
133796.000000	2
133798.000000	2
133799.000000	2
133801.000000	2
133802.000000	2
133804.000000	2
133805.000000	2
133807.000000	2
133808.000000	2
133810.000000	2
133811.000000	2
133812.000000	2
133814.000000	2
133815.000000	2
133817.000000	2
133818.000000	2
133820.000000	2
133821.000000	2
133823.000000	2
133824.000000	2
133826.000000	2
133827.000000	2
133829.000000	2
133830.000000	2
133832.000000	2
133833.000000	2
133835.000000	2
133836.000000	2
133838.000000	2
133839.000000	2
133840.000000	2
134655.000000	2
134676.000000	2
134679.000000	2
134680.000000	2
134682.000000	2
134683.000000	2
134685.000000	2
134686.000000	2
134688.000000	2
134690.000000	2
134691.000000	2
134693.000000	2
134694.000000	2
134696.000000	2
134697.000000	2
134699.000000	2
134700.000000	2
134702.000000	2
134703.000000	2
134705.000000	2
134706.000000	2
134708.000000	2
134710.000000	2
134711.000000	2
134713.000000	2
134714.000000	2
134716.000000	2
134717.000000	2
134719.000000	2
134720.000000	2
134722.000000	2
134723.000000	2
134725.000000	2
134726.000000	2
134728.000000	2
134729.000000	2
134731.000000	2
134732.000000	2
134734.000000	2
134735.000000	2
134737.000000	2
134738.000000	2
134740.000000	2
134741.000000	2
134742.000000	2
134744.000000	2
134746.000000	2
134747.000000	2
134748.000000	2
134750.000000	2
134751.000000	2
134753.000000	2
134754.000000	2
134756.000000	2
134757.000000	2
134759.000000	2
134760.000000	2
134762.000000	2
134763.000000	2
134765.000000	2
134766.000000	2
134768.000000	2
134769.000000	2
134771.000000	2
134772.000000	2
134774.000000	2
134775.000000	2
134777.000000	2
134778.000000	2
134779.000000	2
134781.000000	2
134783.000000	2
134784.000000	2
134785.000000	2
134787.000000	2
134788.000000	2
134790.000000	2
134791.000000	2
134793.000000	2
134794.000000	2
134796.000000	2
134797.000000	2
134799.000000	2
134800.000000	2
134802.000000	2
134803.000000	2
134805.000000	2
134806.000000	2
134807.000000	2
134809.000000	2
134810.000000	2
